fid,OBJECTID,Street,SAFStreetName,FeatureTyp,SegmentTyp,IncExFlag,RB_Layer,NonPed,TrafDir,TrafSrc,SpecAddr,FaceCode,SeqNum,StreetCode,SAFStreetCode,LGC1,LGC2,LGC3,LGC4,LGC5,LGC6,LGC7,LGC8,LGC9,BOE_LGC,SegmentID,SegCount,LocStatus,LZip,RZip,LBoro,RBoro,L_CD,R_CD,LATOMICPOLYGON,RATOMICPOLYGON,LCT2020,LCT2020Suf,RCT2020,RCT2020Suf,LCB2020,LCB2020Suf,RCB2020,RCB2020Suf,LCT2010,LCT2010Suf,RCT2010,RCT2010Suf,LCB2010,LCB2010Suf,RCB2010,RCB2010Suf,LCT2000,LCT2000Suf,RCT2000,RCT2000Suf,LCB2000,LCB2000Suf,RCB2000,RCB2000Suf,LCT1990,LCT1990Suf,RCT1990,RCT1990Suf,LAssmDist,LElectDist,RAssmDist,RElectDist,SplitElect,LSchlDist,RSchlDist,SplitSchl,LSubSect,RSubSect,SanDistInd,MapFrom,MapTo,BoroBndry,MH_RI_Flag,XFrom,YFrom,XTo,YTo,ArcCenterX,ArcCenterY,CurveFlag,Radius,NodeIDFrom,NodeIDTo,NodeLevelF,NodeLevelT,ConParity,Twisted,RW_TYPE,PhysicalID,GenericID,NYPDID,FDNYID,LBlockFaceID,RBlockFaceID,LegacyID,Status,StreetWidth_Min,StreetWidth_Max,StreetWidth_Irr,BikeLane,BIKE_TRAFDIR,ACTIVE_FLAG,POSTED_SPEED,Snow_Priority,Number_Travel_Lanes,Number_Park_Lanes,Number_Total_Lanes,Carto_Display_Level,FCC,ROW_Type,LLo_Hyphen,LHi_Hyphen,RLo_Hyphen,RHi_Hyphen,FromLeft,ToLeft,FromRight,ToRight,Join_ID,L_PD_Service_Area,R_PD_Service_Area,TRUCK_ROUTE_TYPE,SHAPE_Length
"496","181512",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","01900","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0153185","1", ,"11377","11377","4","4","402","402","122","136"," 483","02"," 247",  ,"1012", ,"1011", ," 243",  ," 243",  ,"4003", ,"4003", ," 243",  ," 243",  ,"1011", ,"1011", ," 243",  ," 243",  ,"30","016","30","016", ,"24","24",,1E,1E, ,9D ,9D , , ,"1012293","209186","1012271","209164","0","0", ,"0","0086352","0085708",I,I, , ," 2","26555",,       ,       ,"0092290805","0092261006","0153185","2",30,30, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",31.6765411817085
"497","181725",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","01910","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0153985","1", ,"11377","11377","4","4","402","402","121","138"," 483","02"," 247",  ,"1012", ,"1011", ," 243",  ," 243",  ,"4003", ,"4004", ," 243",  ," 243",  ,"1011", ,"1011", ," 243",  ," 243",  ,"30","016","30","016", ,"24","24",,1E,1E, ,9D ,9D , , ,"1012271","209164","1012242","209130","0","0", ,"0","0085708","0081737",I,I, , ," 2","26556",,       ,       ,"0092290805","0092261006","0153985","2",30,30, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",44.257131959322
"498","181740",WOODSIDE AVENUE,                                ,"0",U, ,B, ,T,DOT, ,"5100","00325","468290",      ,"01",  ,  ,  ,  ,  ,  ,  ,  ,"1","0113261","1",X,"11377","11377","4","4","402","402","212","219"," 265","02"," 483","02","1003", ,"1001", ," 265",  ," 483",  ,"2004", ,"2001", ," 265",  ," 483",  ,"2004", ,"2004", ," 265",  ," 483",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1013431","209834","1013533","209820","0","0", ,"0","0045513","0066735",M,M, , ," 1","30376","26168",       ,       ,"0092266870","0092268279","0113261","2",44,44, ,  ,  ,,"25",C," 2"," 2"," 4",,  , , 70-001, 70-007, 70-000, 70-008,"70001","70007","70000","70008","4510001000000", , , ,102.978077851236
"499","181945",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","09890","459990",      ,"01","06","09","43",  ,  ,  ,  ,  ,"1","0156967","1", ,"11377","11377","4","4","402","402","126","103"," 483","02"," 243",  ,"1012", ,"4002", ," 243",  ," 243",  ,"4001", ,"4002", ," 243",  ," 243",  ,"1003", ,"1003", ," 243",  ," 243",  ,"30","016","30","016", ,"24","24",,1E,1E, ,9D ,9D , , ,"1012600","209044","1012669","209026","0","0", ,"0","0081980","0081981",M,M, , ," 1","12201",,       ,       ,"0092261768","0092267569","0156967","2",32,32, ," 1",FT,,"25",C," 2",  ," 2",,  , ,,, 67-000, 67-000,"0","0","67000","67000","4389401060943", , ,"3",71.9012365654995
"500","181958",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","09750","459990",      ,"01","04","06","09","24","27","43",  ,  ,"1","0157176","1", ,"11377","11377","4","4","402","402","130","115"," 249",  ," 245",  ,"1003", ,"1003", ," 245",  ," 245",  ,"3005", ,"3005", ," 245",  ," 245",  ,"1003", ,"1003", ," 245",  ," 245",  ,"30","012","30","012", ,"24","24",,1E,1E, ,9D ,9D , , ,"1011228","209293","1011246","209290","0","0", ,"0","0090037","0069381",M,M, , ," 1","12191",,       ,       ,          ,          ,"0157176","2",30,30, ," 1",FT,,"25",C," 2",  ," 2",,  , ,,,,,"0","0","0","0","4389401040609", , ,"3",18.2062200077005
"501","181968",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","07560","459990",      ,"01","02","03","04",  ,  ,  ,  ,  ,"1","0156663","1", ,"11377","11377","4","4","402","402","124","104"," 247",  ," 247",  ,"1010", ,"1009", ," 247",  ," 247",  ,"1005", ,"1005", ," 247",  ," 247",  ,"1006", ,"1006", ," 247",  ," 247",  ,"30","022","30","022", ,"24","24",,1C,1C, ,9D ,9D , , ,"1011687","209359","1011815","209339","0","0", ,"0","0093098","0082506",M,M, , ," 1","12065",,       ,       ,"0102264142","0102264031","0156663","2",30,32, ," 1",TF,,"25",C," 2"," 1"," 3",,  , , 64-011, 64-099,,,"64011","64099","0","0","4389401020304", , ,"3",129.815103251128
"502","182006",QUEENS BOULEVARD,                                ,"0",G, ,G, ,T,DCP, ,"3894","03165","459990",      ,"01",  ,  ,  ,  ,  ,  ,  ,  ,"1","0174766","1",X,"11377","11377","4","4","402","402","106","139"," 247",  ," 247",  ,"1007", ,"1007", ," 247",  ," 245",  ,"1007", ,"3000", ," 247",  ," 245",  ,"1008", ,"1000", ," 247",  ," 245",  ,"30","022","30","012", ,"24","24",,1D,1E, ,9D ,9D , , ,"1012070","209221","1012093","209217","0","0", ,"0","0045386","0081483",*,*, , ," 1",,"10264",       ,       ,          ,          ,"0174766","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4389401000000", , , ,23.3216415588473
"503","182127",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","09885","459990",      ,"01","06","09","43",  ,  ,  ,  ,  ,"1","0157464","1", ,"11377","11377","4","4","402","402","128","102"," 483","02"," 243",  ,"1012", ,"4002", ," 243",  ," 243",  ,"4001", ,"4001", ," 243",  ," 243",  ,"1002", ,"1002", ," 243",  ," 243",  ,"30","016","30","016", ,"24","24",,1E,1E, ,9D ,9D , , ,"1012300","209117","1012600","209044","0","0", ,"0","0080875","0081980",M,M, , ," 1","12200",,       ,       ,"0092261768","0092269322","0157464","2",20,24, ," 1",FT,,"25",C," 2",  ," 2",,  , ,,, 66-000, 66-098,"0","0","66000","66098","4389401060943", , ,"3",308.504620823516
"504","182437",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",G, ,G,V,T,DCP, ,"1440","00560","437395",      ,"01","18",  ,  ,  ,  ,  ,  ,  ,"1","0104525","1", ,"11377","11377","4","4","402","402","102","104"," 229",  ," 229",  ,"1002", ,"1002", ," 229",  ," 229",  ,"1003", ,"1002", ," 229",  ," 229",  ,"1003", ,"1002", ," 205","02"," 205","02","37","015","37","016", ,"24","24",,3C,3C, ,13A,13A, , ,"1007278","207206","1007110","207196","0","0", ,"0","0041121","0041117",*,*, , ," 2",,"22744",       ,       ,          ,          ,"0104525","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144001180000", , , ,168.610020263847
"505","182460",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","11670","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0155709","1", ,"11377","11377","4","4","402","402","109","105"," 249",  ," 249",  ,"1008", ,"1008", ," 249",  ," 249",  ,"1004", ,"1004", ," 249",  ," 249",  ,"1006", ,"1006", ," 249",  ," 249",  ,"30","021","30","021", ,"30","30",,1C,1C, ,9D ,9D , , ,"1010784","209453","1010945","209427","0","0", ,"0","0081546","0083404",M,M, , ," 1","12093",,       ,       ,"0102268452","0102266692","0155709","2",30,32, ,  ,  ,,"25",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",163.994966972415
"506","182492",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","07430","459990",      ,"01","05","07","43",  ,  ,  ,  ,  ,"1","0155904","1", ,"11377","11377","4","4","402","402","207","203"," 249",  ," 249",  ,"2001", ,"2002", ," 249",  ," 249",  ,"2001", ,"2001", ," 249",  ," 249",  ,"2001", ,"2001", ," 249",  ," 249",  ,"30","021","30","021", ,"30","30",,1C,1C, ,9D ,9D , , ,"1010285","209569","1010448","209545","0","0", ,"0","0082058","0083400",M,M, , ," 1","12071",,       ,       ,"0102267350","0102268456","0155904","2",30,32, ," 1",TF,,"25",C," 2"," 1"," 3",,  , , 59-011, 59-019,,,"59011","59019","0","0","4389401050743", , ,"3",164.826128206194
"507","182602",WOODSIDE AVENUE,                                ,"0",U, ,B, ,T,DOT, ,"5100","00287","468290",      ,"01",  ,  ,  ,  ,  ,  ,  ,  ,"1","0184708","2",X,"11377","11377","4","4","402","402","219","118"," 263",  ," 247",  ,"2005", ,"1000", ," 263",  ," 247",  ,"2005", ,"1000", ," 263",  ," 247",  ,"2006", ,"1000", ," 263",  ," 247",  ,"30","024","30","023", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012903","209954","1012943","209938","0","0", ,"0","0066553","0095521",M,M, , ," 3","30371","26164",       ,       ,"0092264074","0092264463","0184708","2",50,50, ,  ,  ,,"25",C," 2"," 2"," 4",,  , ,,,,,"0","0","0","0","4510001000000", , , ,43.0308432784955
"508","182603",WOODSIDE AVENUE,WOODSIDE AVENUE                 ,"0",U, ,B, ,T,DOT,A,"5100","00287","468290","468290","01",  ,  ,  ,  ,  ,  ,  ,  ,"1","0184708","2",X,"11377","11377","4","4","402","402","219","118"," 263",  ," 247",  ,"2005", ,"1000", ," 263",  ," 247",  ,"2005", ,"1000", ," 263",  ," 247",  ,"2006", ,"1000", ," 263",  ," 247",  ,"30","024","30","023", ,"24","24",,1D,1D, ,9D ,9D , , ,"1012903","209954","1012943","209938","0","0", ,"0","0066553","0095521",M,M, , ," 3","30371","26164",       ,       ,"0092264074","0092264463","0184708","2",50,50, ,  ,  ,,"25",C," 2"," 2"," 4",,  , , 68-001, 68-003,,,"68001","68003","0","0",46829001000000A, , , ,43.0308432784955
"509","182609",BROOKLYN QUEENS EXPRESSWAY EAST,                                ,"0",R, ,R,V,A,DCP, ,"1442","00175","437395",      ,"07","01","14",  ,  ,  ,  ,  ,  ,"1","0141520","1", ,"11377","11377","4","4","403","403","216","136"," 309","06"," 297",  ,"3003", ,"2016", ," 309","02"," 309","02","5002", ,"5002", ," 309","02"," 309","02","2006", ,"2006", ," 309","02"," 309","02","30","046","30","046", ,"30","30",,5D,5D, ,9D ,9D , , ,"1012170","214557","1012199","214471","0","0", ,"0","0096560","0096275",Q,Q, , ," 2","196612",,       ,       ,"0102266191","0102263800","0141520","2",22,42, ,  ,  ,,"45",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4144207011400", , ,"3",90.6061797617298
"510","182684",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","00960","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0142424","1", ,"11377","11377","4","4","402","402","129","204"," 265","02"," 263",  ,"1001", ,"2000", ," 263",  ," 263",  ,"2000", ,"2000", ," 263",  ," 263",  ,"2001", ,"2001", ," 263",  ," 263",  ,"30","024","30","024", ,"24","24",,1D,1D, ,9D ,9D , , ,"1013337","211253","1013352","211218","0","0", ,"0","0046456","0095546",I,I, , ," 2","26582",,       ,       ,"0092261000","0092267272","0142424","2",30,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",38.1279779406709
"511","182865",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DCP, ,"3894","09510","459990",      ,"01","06","09","34","43",  ,  ,  ,  ,"1","0183016","2",X,"11377","11377","4","4","402","402","904","900"," 253","02"," 229",  ,"2006", ,"1000", ," 253","02"," 229",  ,"2005", ,"1000", ," 253",  ," 229",  ,"5014", ,"1000", ," 229",  ," 229",  ,"37","017","37","017", ,"24","24",,2C,2C, ,9B ,9B , , ,"1008129","209770","1008372","209731","0","0", ,"0","0041183","0087720",M,M, , ," 1","12180",,       ,       ,"0102268470","0102261870","0183016","2",32,32, ," 1",FT,,"25",C," 1"," 1"," 2",,  , ,,, 51-000, 51-098,"0","0","51000","51098","4389401060934", , ,"3",246.406949305452
"512","182866",QUEENS BOULEVARD,THIRD CALVARY CEMETERY          ,"0",R, ,R, ,W,DCP,X,"3894","09510","459990","438322","01","06","09","34","43",  ,  ,  ,  ,"1","0183016","2",X,"11377","11377","4","4","402","402","904","900"," 253","02"," 229",  ,"2006", ,"1000", ," 253","02"," 229",  ,"2005", ,"1000", ," 253",  ," 229",  ,"5014", ,"1000", ," 229",  ," 229",  ,"37","017","37","017", ,"24","24",,2C,2C, ,9B ,9B , , ,"1008129","209770","1008372","209731","0","0", ,"0","0041183","0087720",M,M, , ," 1","12180",,       ,       ,"0102268470","0102261870","0183016","2",32,32, ," 1",FT,,"25",C," 1"," 1"," 2",,  , ,,,,,"0","0","0","0",43832207000000X, , ,"3",246.406949305452
"513","182990",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","01280","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0140479","1", ,"11377","11377","4","4","402","402","925","932"," 245",  ," 245",  ,"4006", ,"4005", ," 245",  ," 245",  ,"4006", ,"4006", ," 245",  ," 245",  ,"2010", ,"2010", ," 245",  ," 245",  ,"30","056","30","056", ,"30","30",,1E,1E, ,13C,13C, , ,"1010293","207906","1010167","207830","0","0", ,"0","0097229","0086665",M,M, , ," 2","26599",,       ,       ,"0092261000","0102264274","0140479","2",36,50, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",147.502789502744
"514","182991",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,W,DCP, ,"1440","01300","437395",      ,"01","11","18",  ,  ,  ,  ,  ,  ,"1","0140478","1", ,"11377","11377","4","4","402","402","909","926"," 245",  ," 245",  ,"4006", ,"4005", ," 245",  ," 245",  ,"4006", ,"4006", ," 245",  ," 245",  ,"2015", ,"2015", ," 245",  ," 245",  ,"30","056","30","056", ,"30","30",,1E,1E, ,13C,13C, , ,"1010091","207793","1009906","207714","0","0", ,"0","0097226","0097219",M,M, , ," 2","26599",,       ,       ,"0092261000","0102264274","0140478","2",36,50, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001111800", , ,"3",200.549106745643
"515","183005",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","02220","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0140616","1", ,"11377","11377","4","4","402","402","211","233"," 205",  ," 235","01","2000", ,"1005", ," 205",  ," 205",  ,"2003", ,"2003", ," 187",  ," 187",  ,"1012", ,"1012", ," 205","02"," 205","02","37","015","37","015", ,"24","24",,3C,3C, ,13A,13A, , ,"1006663","207125","1006600","207112","0","0", ,"0","0097136","0086856",Q,Q, , ," 2","26565",,       ,       ,"0102262703","0092261006","0140616","2",38,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",64.4970642138626
"516","183010",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","13597","459990",      ,"01","06","10",  ,  ,  ,  ,  ,  ,"1","0191389","1", ,"11377","11377","4","4","402","402","141","132"," 249",  ," 249",  ,"2003", ,"2003", ," 245",  ," 245",  ,"1001", ,"1001", ," 245",  ," 245",  ,"1005", ,"1005", ," 245",  ," 245",  ,"30","021","30","021", ,"30","30",,1E,1E, ,9D ,9D , , ,"1010439","209457","1010609","209431","0","0", ,"0","0106206","0106207",M,M, , ," 1","12355",,       ,       ,"0102268457","0102268453","0191389","2",30,32, ,  ,  ,,"25",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4389401061000", , ,"3",172.050696059189
"517","183011",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","13530","459990",      ,"01","06","10","32",  ,  ,  ,  ,  ,"1","0190958","1", ,"11377","11377","4","4","402","402","917","909"," 251",  ," 251",  ,"2005", ,"2005", ," 229",  ," 229",  ,"1000", ,"1000", ," 229",  ," 229",  ,"1000", ,"1000", ," 229",  ," 229",  ,"30","020","30","020", ,"24","24",,2C,2C, ,9D ,9D , , ,"1009394","209618","1009655","209581","0","0",I,"0","0089826","0106221",M,M, , ," 1","12357",,       ,       ,"0102268461","0102266745","0190958","2",30,42, ,  ,  ,,"25",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4389401061032", , ,"3",263.900828201982
"518","183023",BROOKLYN QUEENS EXPRESSWAY WEST,                                ,"0",R, ,R,V,W,DCP, ,"1444","00280","437395",      ,"08","01","15","18",  ,  ,  ,  ,  ,"1","0139629","1", ,"11377","11377","4","4","401","401","109","108"," 141",  ," 141",  ,"2003", ,"2004", ," 141",  ," 141",  ,"2003", ,"2003", ," 141",  ," 141",  ,"1000", ,"1000", ," 141",  ," 141",  ,"34","017","34","017", ,"30","30",,5E,5E, ,9C ,9C , , ,"1010771","218833","1010799","218757","0","0", ,"0","0106855","0098016",M,M, , ," 2","26523",,       ,       ,"0102266026","0102264702","0139629","2",14,32, ,  ,  ,,"45",C," 1",  ," 1","10",  , ,,,,,"0","0","0","0","4144408011518", , ,"3",81.2760680756165
"519","183024",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DCP, ,"3894","11970","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0192008","1", ,"11377","11377","4","4","402","402","143","128"," 489",  ," 489",  ,"1002", ,"1002", ," 485",  ," 485",  ,"3008", ,"3008", ," 485",  ," 485",  ,"1013", ,"1013", ," 485",  ," 485",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1014117","208758","1014452","208674","0","0", ,"0","0106562","0105031",M,M, , ," 1","12102",,       ,       ,"0092269784","0092265886","0192008","2",22,34, ,  ,  ,,"25",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",345.325076835651
"520","183032",QUEENS BOULEVARD,                                ,"0",R, ,R, ,A,DOT, ,"3894","11925","459990",      ,"01","05","08",  ,  ,  ,  ,  ,  ,"1","0190991","1", ,"11377","11377","4","4","402","402","231","137"," 489",  ," 489",  ,"1004", ,"1004", ," 483",  ," 483",  ,"2011", ,"2011", ," 483",  ," 483",  ,"2013", ,"2013", ," 483",  ," 483",  ,"30","025","30","025", ,"24","24",,1D,1D, ,9D ,9D , , ,"1013112","209007","1013282","208970","0","0", ,"0","0083638","0106561",M,M, , ," 1","12101",,       ,       ,"0092267175","0092269068","0190991","2",22,25, ,  ,  ,,"25",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4389401050800", , ,"3",174.036294264307
"521","183050",QUEENS BOULEVARD,                                ,"0",R, ,R, ,W,DOT, ,"3894","09920","459990",      ,"01","06","09","43",  ,  ,  ,  ,  ,"1","0149781","1", ,"11377","11377","4","4","402","402","123","119"," 489",  ," 489",  ,"1004", ,"1005", ," 489",  ," 489",  ,"1006", ,"1006", ," 489",  ," 489",  ,"1002", ,"1002", ," 489",  ," 489",  ,"30","018","30","018", ,"24","24",,1E,1E, ,9D ,9D , , ,"1013110","208922","1013264","208884","0","0", ,"0","0082869","0089366",M,M, , ," 1","12204",,       ,       ,"0092261523","0092266667","0149781","2",32,32, ," 1",FT,,"25",C," 3",  ," 3",,  , ,,, 69-000, 69-010,"0","0","69000","69010","4389401060943", , ,"3",158.825566358508
"522","183095",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",G, ,G,V,T,DCP, ,"1440","00620","437395",      ,"01","18",  ,  ,  ,  ,  ,  ,  ,"1","0172419","1",X,"11377","11377","4","4","402","402","233","104"," 235","01"," 235","01","1005", ,"1005", ," 205",  ," 235",  ,"2003", ,"1009", ," 187",  ," 235",  ,"1012", ,"4007", ," 205","02"," 187",  ,"37","015","37","016", ,"24","24",,3C,3C, ,13A,13A, , ,"1006665","207145","1006606","207136","0","0", ,"0","0097129","0041078",*,*, , ," 2",,"22746",       ,       ,          ,          ,"0172419","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144001180000", , , ,59.4478348911649
"523","183100",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","02120","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0140598","1", ,"11377","11377","4","4","402","402","327","320"," 243",  ," 245",  ,"2005", ,"4006", ," 243",  ," 243",  ,"2005", ,"2005", ," 243",  ," 243",  ,"3008", ,"3008", ," 243",  ," 243",  ,"30","011","30","011", ,"24","24",,3C,3C, ,13C,13C, , ,"1009857","207650","1009777","207628","0","0", ,"0","0097205","0097209",M,M, , ," 2","26563",,       ,       ,"0102262703","0092261006","0140598","2",38,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",82.9751247649339
"524","183101",BROOKLYN QUEENS EXPRESSWAY WEST,                                ,"0",R, ,R,V,A,DCP, ,"1444","00540","437395",      ,"08","01","16","18",  ,  ,  ,  ,  ,"1","0139557","1", ,"11377","11377","4","4","401","401","124","142"," 297",  ," 297",  ,"1014", ,"1013", ," 297",  ," 297",  ,"1017", ,"1017", ," 297",  ," 297",  ,"1014", ,"1014", ," 297",  ," 297",  ,"34","025","34","025", ,"30","30",,5D,5D, ,9D ,9D , , ,"1011587","215925","1011777","215423","0","0",I,"0","0098090","0098159",Q,M, , ," 2","196012",,       ,       ,"0102265948","0102263211","0139557","2",24,40, ,  ,  ,,"45",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4144408011618", , ,"3",540.581649326125
"525","183109",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",R, ,R,V,A,DCP, ,"1440","02050","437395",      ,"01","12","18",  ,  ,  ,  ,  ,  ,"1","0190252","1", ,"11377","11377","4","4","402","402","331","309"," 243",  ," 245",  ,"1008", ,"4006", ," 243",  ," 243",  ,"1017", ,"1017", ," 243",  ," 243",  ,"4018", ,"4018", ," 243",  ," 243",  ,"30","011","30","011", ,"24","24",,1E,1E, ,13C,13C, , ,"1010678","208076","1010627","208044","0","0", ,"0","0093909","0105495",Q,M, , ," 2","26562",,       ,       ,"0102262703","0092261006","0190252","2",38,48, ,  ,  ,,"45",C," 3",  ," 3","10",  , ,,,,,"0","0","0","0","4144001121800", , ,"3",59.6678238893203
"526","183114",BROOKLYN QUEENS EXPRESSWAY EAST,                                ,"0",R, ,R,V,A,DCP, ,"1442","00087","437395",      ,"07","01","14",  ,  ,  ,  ,  ,  ,"1","0190671","1", ,"11377","11377","4","4","403","403","126","129"," 309","04"," 309","04","1016", ,"1017", ," 309","04"," 309","04","1016", ,"1016", ," 309","01"," 309","01","1006", ,"1006", ," 309","01"," 309","02","34","030","34","030", ,"30","30",,1E,1E, ,9C ,9C , , ,"1013382","217879","1013352","217800","0","0", ,"0","0046516","0106896",M,M, , ," 2","26509",,       ,       ,"0102266191","0102263800","0190671","2",22,42, ,  ,  ,,"45",C," 2",  ," 2","10",  , ,,,,,"0","0","0","0","4144207011400", , ,"3",84.5295810456544
"527","183155",BROOKLYN QUEENS EXPRESSWAY,                                ,"0",G, ,G,V,T,DCP, ,"1440","00650","437395",      ,"01","18",  ,  ,  ,  ,  ,  ,  ,"1","0172396","1",X,"11377","11377","4","4","402","402","228","152"," 205",  ," 205",  ,"2002", ,"2002", ," 205",  ," 235",  ,"2004", ,"1008", ," 187",  ," 235",  ,"1011", ,"4008", ," 205","02"," 187",  ,"37","015","37","016", ,"24","24",,  ,  , ,13A,13A, , ,"1006485","207114","1006348","207074","0","0", ,"0","0097127","0103692",*,*, , ," 2",,"22747",       ,       ,          ,          ,"0172396","2",,, ,  ,  ,,  ,C,  ,  ,  ,"10",  , ,,,,,"0","0","0","0","4144001180000", , , ,142.970384996037
